kode,nama,nama_latin,asal,kategori,tipe,keterangan,air_g,energi_kal,protein_g,lemak_g,karbo_g,serat_g,abu_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,b_kar_mcg,kar_total_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vit_c_mg,status_energi,status_protein,status_kalsium,status_besi,skor_gizi_anak
CR022,"Kacang lebui /iris, kering (Pigeon pea, raw)",Cajanus cajan,-,Kacang-Kacangan,Mentah (Raw),-,11.8,346.0,16.5,1.5,66.6,37.3,3.6,144.0,368.0,3.4,17.0,1.0,1.5,3.3,0.0,64.0,4.0,0.62,0.2,0.0,0.0,Kurang,Cukup,Kurang,Kurang,0.1959
DR096,"Kacang mekah, polong, segar (Sword bean, fresh)",Canavalis ensiformis DC.,-,Sayuran,Mentah (Raw),-,93.6,22.0,1.1,1.0,3.4,1.1,0.9,63.0,296.0,1.0,2.0,69.2,0.3,0.7,0.0,197.0,116.0,0.02,0.1,0.4,0.0,Kurang,Kurang,Kurang,Kurang,0.0264
CR023,"Kacang mentega, kering (Peanut butter fruit, fresh)",Bunchosia armeniaca,-,Kacang-Kacangan,Mentah (Raw),-,13.7,344.0,16.7,2.1,64.6,13.0,2.9,110.0,300.0,6.7,1.0,10.0,0.7,2.5,0.0,0.0,4.0,0.21,0.07,1.2,0.0,Kurang,Cukup,Kurang,Cukup,0.1958
CR024,"Kacang merah /banda, kering (Kidney bean, dried)",Phaseolus vulgaris,-,Kacang-Kacangan,Mentah (Raw),-,13.0,350.0,13.9,3.0,66.9,26.3,3.2,84.0,242.0,6.8,19.0,1.0,0.0,42.0,0.0,137.0,4.0,0.15,0.76,0.3,0.0,Kurang,Cukup,Kurang,Cukup,0.1816
CP008,"Kacang merah kering, rebus",-,-,Kacang-Kacangan,Olahan (Processed),-,59.6,158.0,10.3,0.9,28.2,2.6,1.0,160.0,149.0,3.7,6.0,311.0,0.27,1.5,0.0,2.0,4.0,0.2,0.09,0.8,0.0,Kurang,Cukup,Kurang,Cukup,0.1274
CP009,"Kacang merah segar, rebus",-,-,Kacang-Kacangan,Olahan (Processed),-,63.1,144.0,10.0,1.0,24.7,3.5,1.2,144.0,150.0,2.8,6.0,311.0,0.27,1.5,0.0,0.0,4.0,0.1,0.08,0.7,0.0,Kurang,Cukup,Kurang,Kurang,0.116
CR025,"Kacang merah tua, kering (Dark red kidney bean, dried)",Phaseolus vulgaris,-,Kacang-Kacangan,Mentah (Raw),-,12.3,280.0,16.7,1.6,63.2,4.6,6.2,209.0,335.0,6.4,19.0,1.0,0.69,2.8,0.0,2.0,4.0,0.1,0.08,2.0,6.0,Kurang,Cukup,Kurang,Cukup,0.2026
CR026,"Kacang merah, kering (Kidney bean, kering)",Phaseolus vulgaris,-,Kacang-Kacangan,Mentah (Raw),-,17.7,314.0,22.1,1.1,56.2,4.0,2.9,502.0,429.0,10.3,11.0,1.0,0.65,2.6,0.0,129.0,4.0,0.4,0.72,2.2,0.0,Kurang,Lebih,Cukup,Lebih,0.3158
CR027,"Kacang merah, segar (Kidney bean, fresh)",Phaseolus vulgaris,-,Kacang-Kacangan,Mentah (Raw),-,57.2,171.0,11.0,2.2,28.0,2.1,1.7,293.0,134.0,3.7,7.0,360.7,0.34,1.4,0.0,0.0,10.0,0.15,0.15,1.1,0.0,Kurang,Cukup,Cukup,Cukup,0.1675
CP010,"Kacang mete/biji jambu monyet, goreng",-,-,Kacang-Kacangan,Olahan (Processed),-,1.0,629.0,20.4,56.3,19.8,1.1,2.5,502.0,493.0,8.0,13.0,641.7,4.7,5.4,0.0,5.0,4.0,0.37,0.22,1.8,0.0,Cukup,Lebih,Cukup,Lebih,0.3922
CR028,"Kacang mete/biji jambu monyet, segar (Cashew nut, mentah)",Anacardium occidentale,-,Kacang-Kacangan,Mentah (Raw),-,4.6,616.0,16.3,48.4,28.7,0.9,2.0,26.0,521.0,3.8,26.0,692.0,4.7,4.1,0.0,5.0,4.0,0.64,0.03,0.0,0.0,Cukup,Cukup,Kurang,Cukup,0.2414
CP033,Kacang negara,-,-,Kacang-Kacangan,Olahan (Processed),-,3.1,480.0,18.4,19.1,58.5,11.7,0.9,34.0,404.0,10.3,1.0,385.0,2.5,7.1,0.0,2.0,4.0,0.63,0.05,2.6,0.0,Kurang,Cukup,Kurang,Lebih,0.2294
DP011,"Kacang panjang ,kukus",-,-,Sayuran,Olahan (Processed),-,88.2,39.0,3.0,0.6,7.6,1.7,0.6,100.0,91.0,1.2,28.0,199.0,0.11,0.5,0.0,131.0,205.0,0.02,0.1,0.3,20.0,Kurang,Kurang,Kurang,Kurang,0.0476
CR029,"Kacang panjang, biji, kering (Yardlong bean, seeded, dried)",Vigna unguiculata cv. group Sesquipedalis,-,Kacang-Kacangan,Mentah (Raw),-,12.2,357.0,17.3,1.5,68.6,10.6,0.4,163.0,437.0,6.9,16.0,1.0,0.35,2.8,0.0,2.0,4.0,0.57,0.98,7.1,2.0,Kurang,Cukup,Kurang,Cukup,0.2156
DP012,"Kacang panjang, rebus",-,-,Sayuran,Olahan (Processed),-,90.9,30.0,2.3,0.4,5.8,1.4,0.6,71.0,68.0,0.8,24.0,114.5,0.1,0.4,0.0,128.0,162.0,0.0,0.07,0.2,15.0,Kurang,Kurang,Kurang,Kurang,0.0342
DR097,"Kacang panjang, segar (Yard-long bean, fresh)",Vigna unguiculata  Cv. group sesquipedalis,-,Sayuran,Mentah (Raw),-,91.8,31.0,2.3,0.1,5.3,2.7,0.5,60.0,64.0,0.6,30.0,213.0,0.1,0.5,0.0,125.0,4.0,0.7,0.1,0.3,46.0,Kurang,Kurang,Kurang,Kurang,0.0312
DR098,Kacang ranti polong,-,-,Sayuran,Mentah (Raw),-,88.5,37.0,3.1,0.2,7.9,2.5,0.3,103.0,126.0,0.8,29.0,201.0,0.2,0.7,0.0,2.0,2.0,0.02,0.1,0.8,6.0,Kurang,Kurang,Kurang,Kurang,0.0471
CP034,Kacang sukro,-,-,Kacang-Kacangan,Olahan (Processed),"Kacang atom dengan merk dagang ""sukro""",4.7,484.0,8.8,26.1,57.7,1.8,2.7,49.0,194.0,2.5,29.0,201.0,0.2,0.7,0.0,2.0,0.0,0.06,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1818
CP011,Kacang tanah rebus dg kulit,-,-,Kacang-Kacangan,Olahan (Processed),-,40.2,360.0,13.5,31.2,12.8,1.4,2.3,42.0,177.0,1.4,32.0,483.0,1.6,2.0,0.0,2.0,4.0,0.44,0.13,9.0,5.0,Kurang,Cukup,Kurang,Kurang,0.1583
CR030,"Kacang tanah sangan (Groundnut, baked)",Arachis hypogaea,-,Kacang-Kacangan,Mentah (Raw),-,1.2,560.0,29.5,43.0,24.1,2.9,2.2,107.0,366.0,4.1,34.0,509.8,1.69,2.1,0.0,0.0,4.0,0.31,0.3,15.5,0.0,Cukup,Lebih,Kurang,Cukup,0.2918
CR031,"Kacang tanah sangan tanpa selaput (Groundnut, baked without husk)",Arachis hypogaea,-,Kacang-Kacangan,Mentah (Raw),-,2.6,559.0,26.9,44.2,23.6,2.6,2.7,74.0,393.0,1.9,33.0,202.3,520.4,1.7,0.0,0.0,4.0,0.3,29.47,8.0,0.0,Cukup,Lebih,Kurang,Kurang,0.2686
CP035,Kacang tanah sari,-,-,Kacang-Kacangan,Olahan (Processed),-,2.1,561.0,25.5,43.8,26.0,2.2,2.6,50.0,324.0,3.1,29.0,201.0,0.2,0.7,0.0,2.0,0.0,0.08,0.1,0.8,0.0,Cukup,Lebih,Kurang,Kurang,0.2613
CP012,"Kacang tanah, goreng",-,-,Kacang-Kacangan,Olahan (Processed),-,2.5,564.0,25.5,44.4,25.5,2.8,2.8,106.0,390.0,4.1,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.4,0.1,0.8,0.0,Cukup,Lebih,Kurang,Cukup,0.2792
CR032,"Kacang tanah, kering (Groundnut, dried)",Arachis hypogaea,-,Kacang-Kacangan,Mentah (Raw),-,9.6,525.0,27.9,42.7,17.4,2.4,2.4,316.0,456.0,5.7,31.0,466.5,1.55,1.9,0.0,0.0,30.0,0.44,0.27,1.4,0.0,Cukup,Lebih,Cukup,Cukup,0.3345
CP013,"Kacang tanah, rebus",-,-,Kacang-Kacangan,Olahan (Processed),-,62.1,220.0,10.6,18.0,8.0,1.0,1.3,89.0,273.0,1.9,36.0,536.2,1.78,2.2,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Cukup,Kurang,Kurang,0.1228
CR033,"Kacang tolo / tunggak, kering (Cowpea, dried)",Vigna unguiculata,-,Kacang-Kacangan,Mentah (Raw),-,13.5,331.0,24.4,1.9,56.6,1.6,3.6,481.0,399.0,13.9,15.0,7.8,1.03,5.9,0.0,65.0,4.0,0.06,0.2,4.3,0.0,Kurang,Lebih,Cukup,Lebih,0.3322
CP014,"Kacang tolo, rebus",-,-,Kacang-Kacangan,Olahan (Processed),-,64.4,138.0,10.7,1.1,22.6,0.9,1.2,165.0,172.0,4.0,13.0,6.7,0.8,6.1,0.0,2.0,4.0,0.01,0.17,3.2,0.0,Kurang,Cukup,Kurang,Cukup,0.1252
CR034,"Kacang tunis, kering",-,-,Kacang-Kacangan,Mentah (Raw),-,10.5,351.0,12.2,1.2,72.9,29.5,3.2,120.0,220.0,6.9,1.0,0.0,1.4,2.9,0.0,2.0,4.0,0.57,0.13,2.5,0.0,Kurang,Cukup,Kurang,Cukup,0.1857
CR035,"Kacang uci, kering",-,-,Kacang-Kacangan,Mentah (Raw),-,9.9,358.0,23.4,2.4,60.6,7.4,3.7,269.0,264.0,0.5,13.0,1.0,0.35,0.7,0.0,20.0,4.0,0.1,0.2,2.5,2.0,Kurang,Lebih,Cukup,Kurang,0.2471
CR036,"Kacang urei, kering (Rice bean )",Vigna umbellata,-,Kacang-Kacangan,Mentah (Raw),-,12.8,354.0,12.8,1.8,69.3,26.1,3.3,220.0,220.0,5.1,1.0,0.0,0.7,3.1,0.0,2.0,4.0,0.55,0.05,3.5,0.0,Kurang,Cukup,Kurang,Cukup,0.2096
DP035,Kadada katembe,-,-,Sayuran,Olahan (Processed),-,80.0,110.0,4.5,6.9,7.1,3.9,1.5,26.0,77.0,0.0,178.0,131.0,0.2,0.7,0.0,46.0,4.0,0.1,0.1,3.7,23.0,Kurang,Kurang,Kurang,Kurang,0.0504
GP072,"Kaholeo, masakan",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),Sambal goreng kering teri,11.2,413.0,28.7,19.8,29.8,1.4,10.5,909.0,1.0,0.0,0.0,1.0,0.1,3.1,4.0,2.0,4.0,1.34,0.03,5.7,0.0,Kurang,Lebih,Lebih,Kurang,0.4436
AP054,Kakicak,-,Banjarmasin,Serealia,Olahan (Processed),"nama lain hintakungkaruang, seperti candil berbahan dasar tepung ketan, terigu dan gula merah",43.9,296.0,3.4,15.1,36.7,1.4,0.9,55.0,93.0,1.9,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1111
DR099,"Kalakai, segar",-,-,Sayuran,Mentah (Raw),-,89.9,38.0,2.4,0.2,6.6,5.8,0.9,18.0,90.0,1.1,7.0,443.0,0.4,0.9,0.0,44.0,4.0,0.3,0.1,0.8,8.0,Kurang,Kurang,Kurang,Kurang,0.0239
FP049,"Kalio ayam, masakan",-,-,Daging,Olahan (Processed),-,64.7,203.0,16.0,13.5,4.4,1.4,1.4,278.0,177.0,4.2,534.0,201.0,0.2,0.7,105.0,2.0,3.0,0.35,0.1,0.8,0.0,Kurang,Cukup,Cukup,Cukup,0.1908
FP050,"Kalio jeroan, masakan",-,-,Daging,Olahan (Processed),-,68.9,163.0,16.5,9.0,4.1,1.4,1.5,102.0,268.0,7.1,570.0,201.0,0.2,0.7,298.0,2.0,1.0,0.7,0.1,0.8,0.0,Kurang,Cukup,Kurang,Lebih,0.1435
FP051,"Kalio kikil (tunjang), masakan",-,-,Daging,Olahan (Processed),-,75.3,122.0,13.8,5.7,3.9,1.4,1.3,154.0,59.0,3.4,519.0,201.0,0.2,0.7,36.0,2.0,1.0,0.38,0.1,0.8,0.0,Kurang,Cukup,Kurang,Kurang,0.1267
FP052,"Kalio otak, masakan",-,-,Daging,Olahan (Processed),-,70.3,157.0,8.1,8.8,11.4,1.4,1.4,212.0,69.0,3.3,604.0,201.0,0.2,0.7,32.0,2.0,1.0,0.45,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.132
HP007,"Kalio telur, masakan",-,-,Telur,Olahan (Processed),-,79.0,193.0,10.6,12.4,9.7,1.4,1.4,148.0,246.0,3.8,540.0,201.0,0.2,0.7,160.0,2.0,3.0,0.44,0.1,0.8,0.0,Kurang,Cukup,Kurang,Cukup,0.1353
FR019,"Kambing, daging, segar (Goat, meat, fresh)",Capra hircus,-,Daging,Mentah (Raw),-,70.3,149.0,16.6,9.2,0.0,0.0,3.9,11.0,124.0,1.0,96.0,268.7,0.31,4.9,0.0,0.0,4.0,0.09,0.23,5.0,0.0,Kurang,Cukup,Kurang,Kurang,0.1007
AP055,Kambose,-,Sulawesi Tenggara,Serealia,Olahan (Processed),Jagung pipil direbus,61.5,164.0,3.0,2.4,32.6,4.3,0.7,16.0,36.0,0.7,0.0,32.0,0.1,1.6,0.0,256.0,4.0,0.1,0.1,0.4,0.0,Kurang,Kurang,Kurang,Kurang,0.0596
DR101,"Kangkung tondano (Kangkong, (tondano), fresh)",-,-,Sayuran,Mentah (Raw),-,88.5,43.0,1.8,0.2,8.4,4.3,1.1,72.0,9.0,0.7,30.0,361.0,0.3,0.4,0.0,2.0,4.0,0.8,0.1,1.1,23.0,Kurang,Kurang,Kurang,Kurang,0.0362
DP013,"Kangkung, kukus",-,-,Sayuran,Olahan (Processed),-,90.4,30.0,3.2,0.7,4.7,1.8,1.0,70.0,49.0,4.4,45.0,184.9,0.1,0.3,0.0,2.0,5.0,0.03,0.28,1.4,11.0,Kurang,Kurang,Kurang,Cukup,0.0463
DP014,"Kangkung, rebus",-,-,Sayuran,Olahan (Processed),-,93.0,22.0,2.5,0.6,3.1,1.2,0.8,50.0,51.0,3.5,31.0,98.0,0.1,0.3,0.0,2.0,4.0,0.01,0.22,1.2,13.0,Kurang,Kurang,Kurang,Kurang,0.0343
DR100,"Kangkung, segar (Kangkong, fresh)",Ipomoea aquatica,-,Sayuran,Mentah (Raw),-,91.0,28.0,3.4,0.7,3.9,2.0,1.0,67.0,54.0,2.3,65.0,250.1,0.13,0.4,0.0,2.0,5.0,0.07,0.36,2.0,17.0,Kurang,Kurang,Kurang,Kurang,0.0402
DP036,"Kaparende, sayur",-,Parende,Sayuran,Olahan (Processed),sayur bening daun kelor + pepaya muda + ikan teri,91.7,38.0,2.4,2.0,2.6,1.5,1.3,126.0,68.0,0.0,170.0,43.0,0.0,0.3,0.0,40.0,4.0,0.1,0.1,3.7,22.0,Kurang,Kurang,Kurang,Kurang,0.0489
DR102,"Kapri muda, segar (Pease, fresh)",Pisum sativum,-,Sayuran,Mentah (Raw),-,86.8,45.0,3.3,0.2,9.0,1.8,0.7,51.0,85.0,1.0,2.0,118.4,0.09,0.7,0.0,72.0,440.0,0.2,0.1,0.9,49.0,Kurang,Kurang,Kurang,Kurang,0.0372
BP032,Kapurung,-,Sulawesi Selatan,Umbi Berpati,Olahan (Processed),"Bahan dasar terdiri dari Tepung sagu seperti papeda. Campuran ikan atau daging ayam atau udang dan aneka sayuran (bayam, kacang panjang, daun kacang, jantung)",79.6,41.0,2.0,0.3,7.8,2.0,0.6,34.0,12.0,0.3,185.0,566.0,0.1,0.3,0.0,213.0,4.0,0.12,0.25,2.7,15.0,Kurang,Kurang,Kurang,Kurang,0.0255
AP056,Kapusa,-,-,Serealia,Olahan (Processed),Jagung pipil direbus dengan santan bersama kacang merah,63.5,158.0,4.4,3.2,27.8,5.3,1.0,79.0,115.0,1.2,104.0,149.0,0.5,1.1,0.0,1.0,4.0,0.06,0.05,0.1,0.0,Kurang,Kurang,Kurang,Kurang,0.0802
DR103,Karawila,-,-,Sayuran,Mentah (Raw),-,93.7,25.0,2.3,0.2,3.5,2.1,0.3,25.0,67.0,0.3,8.0,88.4,0.08,0.3,0.0,21.0,4.0,0.1,0.1,0.4,39.0,Kurang,Kurang,Kurang,Kurang,0.0197
DP037,"Karedok, sayur",-,-,Sayuran,Olahan (Processed),-,79.0,92.0,2.2,3.3,14.1,1.4,1.4,174.0,85.0,2.4,29.0,201.0,0.2,0.7,0.0,2.0,1.0,0.08,0.1,0.8,3.0,Kurang,Kurang,Kurang,Kurang,0.0819
ER042,"Kawista, segar (Wood apple, fresh)",Feromcela lucida,-,Buah,Mentah (Raw),-,71.8,120.0,3.5,2.5,20.8,4.6,1.4,190.0,230.0,1.6,9.0,1.0,308.43,0.4,0.0,99.0,4.0,0.07,0.07,0.4,3.0,Kurang,Kurang,Kurang,Kurang,0.0961
NP005,Kecap (Soyabean sauce),Glycine max,-,Bumbu,Olahan (Processed),-,63.0,71.0,5.7,1.3,9.0,0.0,21.0,123.0,96.0,5.7,1.0,201.0,0.04,0.7,0.0,2.0,4.0,0.0,0.1,0.8,0.0,Kurang,Kurang,Kurang,Cukup,0.0832
BP033,Kecimpring singkong goreng,-,Bandung,Umbi Berpati,Olahan (Processed),"Seperti kerupuk singkong. Singkong diparut dicampur dengan bumbu, dipipihkan, dikukus, dijemur dan digoreng",3.7,464.0,1.2,18.6,73.0,1.3,3.5,82.0,52.0,3.4,29.0,201.0,0.2,0.7,0.0,2.0,3.0,0.34,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1615
DR104,"Kecipir muda, segar (Winged bean, fresh)",Psophocarpus tetragonolobus,-,Sayuran,Mentah (Raw),-,90.4,32.0,2.9,0.2,5.8,5.5,0.7,63.0,37.0,0.3,3.0,103.8,0.18,0.4,0.0,261.0,595.0,0.24,0.11,0.7,19.0,Kurang,Kurang,Kurang,Kurang,0.0335
DR105,"Kecombrang, segar (Red ginger lily, fresh)",Etlingera elatior,-,Sayuran,Mentah (Raw),-,90.0,34.0,0.9,1.0,6.7,2.6,1.4,60.0,16.0,1.0,47.0,650.6,0.2,0.7,0.0,0.0,73.0,0.0,0.02,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.0283
AP057,Keddo bodong,-,-,Serealia,Olahan (Processed),-,33.9,290.0,4.6,5.7,55.2,1.4,0.6,55.0,93.0,1.9,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Kurang,Kurang,Kurang,0.1134
ER043,"Kedondong masak, segar (Ambarella, fresh)",Spondias cytherea,-,Buah,Mentah (Raw),-,88.0,46.0,1.0,0.1,10.3,2.6,0.6,15.0,22.0,2.8,2.0,216.2,0.03,0.1,0.0,164.0,233.0,0.08,0.23,0.3,30.0,Kurang,Kurang,Kurang,Kurang,0.0251
ER044,"Kedondong, segar  (Ambarella, fresh)",Spondias cytherea,-,Buah,Mentah (Raw),-,87.8,47.0,0.5,0.2,10.4,2.7,0.6,7.0,58.0,0.8,2.0,0.0,0.2,0.2,0.0,167.0,4.0,0.07,0.04,0.4,32.0,Kurang,Kurang,Kurang,Kurang,0.0165
JP003,Keju,-,-,Susu,Olahan (Processed),-,38.5,326.0,22.8,20.3,13.1,0.0,5.3,777.0,338.0,1.5,1.0,82.7,0.03,3.1,227.0,128.0,4.0,0.01,0.37,0.1,1.0,Kurang,Lebih,Lebih,Kurang,0.3694
CP036,Keju kacang tanah (peanut butter),-,-,Kacang-Kacangan,Olahan (Processed),Nama lainnya adalah selai kacang atau pindakaas. Bahan dasar kacang tanah yang dihaluskan dicampur dengan gula,3.0,590.0,27.0,49.0,20.9,1.6,0.1,60.0,360.0,2.0,355.0,492.4,0.57,2.7,0.0,0.0,4.0,0.3,0.2,16.2,0.0,Cukup,Lebih,Kurang,Kurang,0.2742
ER045,"Kelapa hutan, kering",-,-,Buah,Mentah (Raw),-,6.0,623.0,2.0,52.1,36.5,15.3,3.4,120.0,280.0,3.8,100.0,460.0,1.7,1.9,0.0,2.0,4.0,0.1,0.1,0.2,0.0,Cukup,Kurang,Kurang,Cukup,0.2194
QR001,"Kelapa muda, air, segar (Coconut, young,  water, fresh)",Cocos nucifera,-,Minuman Non Alkohol,Mentah (Raw),-,95.5,17.0,0.2,0.1,3.8,0.0,0.4,15.0,8.0,0.2,1.0,149.0,0.04,0.1,0.0,0.0,4.0,0.0,0.0,0.0,1.0,Kurang,Kurang,Kurang,Kurang,0.0076
ER046,"Kelapa muda, daging, segar (Coconut, flesh, Young, fresh )",Cocos nucifera,-,Buah,Mentah (Raw),-,83.3,68.0,1.0,0.9,14.0,0.0,0.8,7.0,30.0,1.0,18.0,564.6,0.14,0.3,0.0,0.0,4.0,0.06,0.02,0.6,4.0,Kurang,Kurang,Kurang,Kurang,0.0245
KR001,"Kelapa setengah tua, daging, segar (Coconut flesh, half mature, fresh)",Cocos nucifera,-,Minyak/Lemak,Mentah (Raw),-,70.0,180.0,4.0,15.0,10.0,2.4,1.0,8.0,55.0,1.3,4.0,317.7,0.29,2.9,0.0,0.0,10.0,0.05,0.01,0.1,4.0,Kurang,Kurang,Kurang,Kurang,0.067
KR002,"Kelapa tua, daging, segar (Coconut, flesh, old, fresh)",Cocos nucifera,-,Minyak/Lemak,Mentah (Raw),-,46.9,359.0,3.4,34.7,14.0,4.7,1.0,21.0,98.0,2.0,3.0,293.9,0.44,1.1,0.0,0.0,4.0,0.1,0.0,0.0,2.0,Kurang,Kurang,Kurang,Kurang,0.1202
DR106,"Kelawi,kluwih, segar (Breadfruit, fresh)",Artocarpus altilis,-,Sayuran,Mentah (Raw),-,70.0,118.0,1.5,0.3,27.2,5.0,1.0,28.0,32.0,0.9,2.0,500.9,0.09,0.1,0.0,0.0,20.0,0.1,0.03,0.9,19.0,Kurang,Kurang,Kurang,Kurang,0.0453
AP058,"Kelepon, kue",-,-,Serealia,Olahan (Processed),"Bahan dasar terdiri dari Tepung beras/ketan, parutan kelapa, gula merah (bentuk bulat hijau isi cairan gula merah)",49.6,215.0,3.7,3.7,41.8,1.0,1.2,232.0,45.0,3.3,29.0,201.0,0.2,0.7,0.0,2.0,872.0,0.09,0.07,0.2,0.0,Kurang,Kurang,Kurang,Kurang,0.1386
FR020,"Kelinci, daging, segar (Rabbit, meat, fresh)",lepus nigricollis,-,Daging,Mentah (Raw),-,74.3,142.0,16.9,7.8,0.0,0.0,1.0,7.0,350.0,1.0,49.0,371.1,0.2,0.7,0.0,0.0,0.0,0.11,0.11,6.8,0.0,Kurang,Cukup,Kurang,Kurang,0.0987
ER047,"Kemang, segar (Kemang, fresh)",Mangifera kemanga,-,Buah,Mentah (Raw),-,86.5,48.0,1.0,0.2,11.9,1.7,0.4,10.0,24.0,0.1,2.0,88.6,0.04,0.1,0.0,318.0,6.0,0.08,0.01,0.3,58.0,Kurang,Kurang,Kurang,Kurang,0.0174
CP037,Kembang tahu,-,-,Kacang-Kacangan,Olahan (Processed),Produk sampingan proses perebusan kedelai yang diambil dari endapan yang terkumpul di permukaan air perebusan kedelai,10.8,380.0,48.9,13.8,23.3,0.0,3.2,378.0,781.0,2.1,55.0,455.3,0.68,4.2,0.0,0.0,4.0,0.15,0.08,0.7,0.0,Kurang,Lebih,Cukup,Kurang,0.3712
CP038,Kembang tahu rebus,-,-,Kacang-Kacangan,Olahan (Processed),-,79.8,90.0,10.7,4.0,4.7,1.4,0.8,85.0,93.0,1.9,29.0,201.0,0.2,0.7,0.0,2.0,4.0,0.1,0.1,0.8,0.0,Kurang,Cukup,Kurang,Kurang,0.0857
DR107,"Kembang turi, segar",Sesbania grandiflora,-,Sayuran,Mentah (Raw),-,87.4,51.0,1.8,0.6,9.6,5.0,0.6,23.0,29.0,0.9,22.0,275.3,0.15,0.9,0.0,201.0,105.0,0.13,0.12,0.6,41.0,Kurang,Kurang,Kurang,Kurang,0.0263
NR019,Kemiri (Candle nut),Aleurites maluccana,-,Bumbu,Mentah (Raw),-,7.0,675.0,19.0,63.0,8.0,3.0,3.0,80.0,200.0,2.0,25.0,430.7,0.23,0.8,0.0,0.0,0.0,0.06,0.06,0.4,0.0,Cukup,Lebih,Kurang,Kurang,0.2762
CR037,"Kenari banda, kering (Walnut, banda, dried)",Canarium communie,-,Kacang-Kacangan,Mentah (Raw),-,13.0,616.0,13.9,56.2,13.7,1.4,3.2,0.0,380.0,1.4,11.0,460.0,1.1,3.2,0.0,90.0,4.0,0.83,0.08,0.5,0.0,Cukup,Cukup,Kurang,Kurang,0.2204
CR038,"Kenari, kering (Walnut, dried)",Canarium vulgare,-,Kacang-Kacangan,Mentah (Raw),-,3.0,657.0,15.0,66.0,13.0,1.4,3.0,92.0,691.0,7.7,3.0,505.8,0.97,3.0,0.0,2.0,4.0,0.42,0.09,0.5,0.0,Cukup,Cukup,Kurang,Lebih,0.2756
BR014,"Kentang hitam, segar (Madagascar potato, fresh)",Plectranthus rotundifolius,-,Umbi Berpati,Mentah (Raw),-,64.0,142.0,0.9,0.4,33.7,5.4,1.0,34.0,75.0,0.2,22.0,890.3,0.9,0.6,0.0,0.0,4.0,0.02,0.1,2.2,38.0,Kurang,Kurang,Kurang,Kurang,0.0498
BR013,"Kentang, segar (Yam, fresh)",Solanum tuberosum,-,Umbi Berpati,Mentah (Raw),-,83.4,62.0,2.1,0.2,13.5,0.5,0.8,63.0,58.0,0.7,7.0,396.0,0.4,0.3,0.0,0.0,0.0,0.09,0.1,1.0,21.0,Kurang,Kurang,Kurang,Kurang,0.0402
GR072,"Keong, segar (Snail, fresh)",Pila ampullacea,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,81.0,64.0,12.0,1.0,2.0,0.0,4.0,217.0,78.0,1.7,231.0,201.0,0.37,0.1,0.0,244.0,4.0,0.1,0.1,0.8,0.0,Kurang,Cukup,Kurang,Kurang,0.1163
JR001,"Kepala susu - krim, segar",-,-,Susu,Mentah (Raw),-,72.5,204.0,2.6,20.0,4.0,0.0,0.9,97.0,77.0,0.1,29.0,201.0,0.2,0.7,252.0,191.0,4.0,0.03,0.2,0.1,1.0,Kurang,Kurang,Kurang,Kurang,0.0888
GR073,"Kepiting, segar (Crab, fresh)",Scylla spp.,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,68.1,151.0,13.8,3.8,14.1,0.0,0.2,210.0,250.0,1.1,29.0,201.0,0.2,0.7,61.0,2.0,4.0,0.05,0.1,0.8,0.0,Kurang,Cukup,Kurang,Kurang,0.1433
GP045,"Kerang, asap, mentah",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,9.3,393.0,38.9,13.3,29.4,1.4,9.1,420.0,410.0,8.5,160.0,50.0,0.6,3.7,0.0,2.0,4.0,0.3,1.7,0.2,0.0,Kurang,Lebih,Cukup,Lebih,0.3686
GP046,"Kerang, dendeng, mentah",-,-,Ikan/Kerang/Udang dll,Olahan (Processed),-,18.3,357.0,41.1,10.0,25.6,0.0,5.0,217.0,904.0,5.2,29.0,201.0,0.2,0.7,0.0,2.0,329.0,0.27,0.1,0.8,0.0,Kurang,Lebih,Kurang,Cukup,0.3052
GR074,"Kerang, segar",-,-,Ikan/Kerang/Udang dll,Mentah (Raw),-,78.2,101.0,14.4,2.6,3.9,0.0,0.9,321.0,270.0,15.6,29.0,201.0,0.2,0.7,0.0,2.0,0.0,0.01,0.1,0.8,0.0,Kurang,Cukup,Cukup,Lebih,0.1975
